Code,Name,Market,Close,Change,Volume,Amount,UpdatedAt
077500,유니퀘스트,KOSPI,5870,0.34,419172,2515017310,2026-04-04 21:27
105330,케이엔더블유,KOSDAQ,7860,-2.0,117804,941457010,2026-04-04 21:27
205100,엑셈,KOSDAQ,1762,-0.73,149565,265081518,2026-04-04 21:27
123690,한국화장품,KOSPI,7830,0.64,50255,393022740,2026-04-04 21:27
040160,누리플렉스,KOSDAQ,10430,4.93,183594,1935018620,2026-04-04 21:27
036690,코맥스,KOSDAQ,2885,0.0,0,0,2026-04-04 21:27
079980,휴비스,KOSPI,3640,0.41,9753589,37080416478,2026-04-04 21:27
014970,삼륭물산,KOSDAQ,8300,-3.38,605547,5100462275,2026-04-04 21:27
074430,아미노로직스,KOSDAQ,1429,2.29,333559,471098735,2026-04-04 21:27
013570,디와이,KOSPI,4760,1.06,69822,333824330,2026-04-04 21:27
045970,코아시아,KOSDAQ,4760,0.42,152437,717698190,2026-04-04 21:27
095720,웅진씽크빅,KOSPI,1083,0.0,42423,45987309,2026-04-04 21:27
036710,심텍홀딩스,KOSDAQ,2365,0.0,265477,632508120,2026-04-04 21:27
017550,수산세보틱스,KOSPI,2000,4.06,348864,693286009,2026-04-04 21:27
137950,제이씨케미칼,KOSDAQ,5600,-2.1,10782509,63573795820,2026-04-04 21:27
067900,와이엔텍,KOSDAQ,6850,3.01,40340,274107580,2026-04-04 21:27
025950,동신건설,KOSDAQ,14800,2.28,19313,286397925,2026-04-04 21:27
248170,샘표식품,KOSPI,27150,-0.55,13214,359649950,2026-04-04 21:27
120030,조선선재,KOSPI,98500,2.39,601,58625500,2026-04-04 21:27
051160,지어소프트,KOSDAQ,8000,-0.62,45077,365276495,2026-04-04 21:27
063170,서울옥션,KOSDAQ,6950,-0.71,74359,518683540,2026-04-04 21:27
014790,HL D&I,KOSPI,3260,0.31,90640,300688016,2026-04-04 21:27
014580,태경비케이,KOSPI,4470,1.94,41842,186247495,2026-04-04 21:27
209640,와이제이링크,KOSDAQ,4330,4.09,647220,2821230557,2026-04-04 21:27
067830,세이브존I&C,KOSPI,3000,-0.17,40500,120998395,2026-04-04 21:27
337930,젝시믹스,KOSDAQ,4145,1.22,35335,146870272,2026-04-04 21:27
052260,현대바이오랜드,KOSDAQ,4100,0.61,37137,151873350,2026-04-04 21:27
003310,대주산업,KOSDAQ,3475,2.66,498313,1734251649,2026-04-04 21:27
014710,사조씨푸드,KOSPI,7130,1.71,9970,71062100,2026-04-04 21:27
088130,동아엘텍,KOSDAQ,7020,0.43,168743,1209664975,2026-04-04 21:27
141000,비아트론,KOSDAQ,10120,3.58,56797,570980790,2026-04-04 21:27
036220,오상헬스케어,KOSDAQ,8440,-0.12,26799,224850010,2026-04-04 21:27
059120,아진엑스텍,KOSDAQ,6680,1.37,200423,1346346680,2026-04-04 21:27
309960,LB인베스트먼트,KOSDAQ,5260,2.14,42044,219678400,2026-04-04 21:27
015590,DKME,KOSPI,515,0.0,0,0,2026-04-04 21:27
012800,대창,KOSPI,1339,4.2,702105,931177808,2026-04-04 21:27
099750,이지케어텍,KOSDAQ,8930,0.34,16359,145785980,2026-04-04 21:27
396270,넥스트칩,KOSDAQ,3700,3.5,361945,1326586855,2026-04-04 21:27
115440,우리넷,KOSDAQ,11250,6.03,1247935,13993179445,2026-04-04 21:27
489460,바이오비쥬,KOSDAQ,8030,2.95,27802,221484380,2026-04-04 21:27
020120,키다리스튜디오,KOSPI,3255,0.15,60600,196108855,2026-04-04 21:27
032300,한국파마,KOSDAQ,11050,-0.36,10902,121336820,2026-04-04 21:27
100700,세운메디칼,KOSDAQ,2750,1.66,1784875,4860293296,2026-04-04 21:27
029480,광무,KOSDAQ,2015,0.75,204850,421536297,2026-04-04 21:27
412350,레이저쎌,KOSDAQ,9020,21.4,4148437,37166020400,2026-04-04 21:27
009780,엠에스씨,KOSDAQ,6830,1.64,11011,75635365,2026-04-04 21:27
139990,아주스틸,KOSPI,3080,3.01,24125,74259161,2026-04-04 21:27
008700,아남전자,KOSPI,1546,-0.13,1990655,3101071142,2026-04-04 21:27
007210,벽산,KOSPI,1782,0.51,185853,333818998,2026-04-04 21:27
086710,선진뷰티사이언스,KOSDAQ,9750,2.63,17545,170263740,2026-04-04 21:27
388870,파로스아이바이오,KOSDAQ,9190,0.11,84822,778128470,2026-04-04 21:27
063080,컴투스홀딩스,KOSDAQ,18020,7.84,127989,2334442365,2026-04-04 21:27
0015N0,아로마티카,KOSDAQ,9310,-0.75,168165,1607049725,2026-04-04 21:27
013310,아진산업,KOSDAQ,3050,1.84,223594,678580920,2026-04-04 21:27
389140,포바이포,KOSDAQ,8290,2.47,107513,893059640,2026-04-04 21:27
002460,HS화성,KOSPI,11650,2.1,9982,116899270,2026-04-04 21:27
263860,지니언스,KOSDAQ,13020,1.72,11653,151612150,2026-04-04 21:27
049950,미래컴퍼니,KOSDAQ,13400,1.52,29709,399518840,2026-04-04 21:27
038540,상상인,KOSDAQ,2130,0.71,92748,198827361,2026-04-04 21:27
366030,공구우먼,KOSDAQ,5200,1.96,31922,165036205,2026-04-04 21:27
048530,인트론바이오,KOSDAQ,3725,0.27,212946,801056318,2026-04-04 21:27
101670,하이드로리튬,KOSDAQ,2070,0.73,1745518,3690785583,2026-04-04 21:27
034590,인천도시가스,KOSPI,26850,0.56,775,20819950,2026-04-04 21:27
001290,상상인증권,KOSPI,1083,2.56,803366,883621263,2026-04-04 21:27
018120,진로발효,KOSDAQ,17620,1.85,5906,103988270,2026-04-04 21:27
223250,드림씨아이에스,KOSDAQ,4735,1.94,59063,276658055,2026-04-04 21:27
036580,팜스코,KOSPI,3165,2.59,48828,154623170,2026-04-04 21:27
000230,일동홀딩스,KOSPI,10060,2.97,17003,168522160,2026-04-04 21:27
041590,플래스크,KOSDAQ,2370,0.0,0,0,2026-04-04 21:27
036010,아비코전자,KOSDAQ,8700,6.75,145497,1232931070,2026-04-04 21:27
044990,에이치엔에스하이텍,KOSDAQ,15020,0.0,30164,458389175,2026-04-04 21:27
084670,동양고속,KOSPI,39850,1.53,14765,590302275,2026-04-04 21:27
417970,모델솔루션,KOSDAQ,18020,0.61,21640,390656430,2026-04-04 21:27
251120,바이오에프디엔씨,KOSDAQ,13250,-1.27,42753,569178455,2026-04-04 21:27
307930,컴퍼니케이,KOSDAQ,7370,-0.41,314286,2359859420,2026-04-04 21:27
026150,특수건설,KOSDAQ,6550,2.34,66548,435026830,2026-04-04 21:27
004440,삼일씨엔에스,KOSPI,9020,-1.53,228079,2099824885,2026-04-04 21:27
059210,메타바이오메드,KOSDAQ,4225,2.8,96003,407227702,2026-04-04 21:27
071280,로체시스템즈,KOSDAQ,7500,0.27,41990,316819795,2026-04-04 21:27
267850,아시아나IDT,KOSPI,10330,1.08,13006,134577005,2026-04-04 21:27
007110,일신석재,KOSPI,1480,0.0,166215,247729732,2026-04-04 21:27
002200,한국수출포장,KOSPI,2865,0.7,93630,267682310,2026-04-04 21:27
096350,대창솔루션,KOSDAQ,3100,4.38,1137989,3568906158,2026-04-04 21:27
432470,케이엔에스,KOSDAQ,13000,2.12,23028,297379040,2026-04-04 21:27
381620,제닉스로보틱스,KOSDAQ,8690,1.52,35684,311481610,2026-04-04 21:27
053580,웹케시,KOSDAQ,8330,0.97,11226,93891915,2026-04-04 21:27
096240,크레버스,KOSDAQ,10560,0.57,28018,295252950,2026-04-04 21:27
073560,우리손에프앤지,KOSDAQ,1636,2.38,241763,392322290,2026-04-04 21:27
317770,엑스페릭스,KOSDAQ,3090,1.81,83335,256455790,2026-04-04 21:27
086960,MDS테크,KOSDAQ,1095,0.46,601144,662332012,2026-04-04 21:27
298540,더네이쳐홀딩스,KOSDAQ,7740,3.89,22602,176606525,2026-04-04 21:27
424960,스마트레이더시스템,KOSDAQ,6800,4.78,66256,446397220,2026-04-04 21:27
067290,JW신약,KOSDAQ,2000,7.01,4802515,10088436779,2026-04-04 21:27
117670,알파칩스,KOSDAQ,16780,20.63,114340,1848861895,2026-04-04 21:27
059270,해성에어로보틱스,KOSDAQ,10000,1.42,62846,628036940,2026-04-04 21:27
439580,블루엠텍,KOSDAQ,3295,-0.75,162487,538518439,2026-04-04 21:27
330350,위더스제약,KOSDAQ,8440,2.06,173685,1497483905,2026-04-04 21:27
033290,로젠,KOSDAQ,1983,-0.8,42406,84013266,2026-04-04 21:27
039340,한국경제TV,KOSDAQ,4940,-0.6,25192,123154450,2026-04-04 21:27
227840,현대코퍼레이션홀딩스,KOSPI,12200,1.92,12544,152444250,2026-04-04 21:27
092040,아미코젠,KOSDAQ,1571,-0.25,598500,972572436,2026-04-04 21:27
290720,푸드나무,KOSDAQ,3135,3.81,22186,68481350,2026-04-04 21:27
418470,KT밀리의서재,KOSDAQ,12840,0.23,16322,208992385,2026-04-04 21:27
088390,이녹스,KOSDAQ,11690,0.17,35425,415752840,2026-04-04 21:27
058850,KTcs,KOSPI,2570,2.19,210070,538744010,2026-04-04 21:27
041520,이엘씨,KOSDAQ,9000,4.41,27093,245026860,2026-04-04 21:27
006840,AK홀딩스,KOSPI,8270,3.12,7012,57628240,2026-04-04 21:27
011810,STX,KOSPI,3530,0.0,0,0,2026-04-04 21:27
078140,대봉엘에스,KOSDAQ,9870,1.75,20902,205209990,2026-04-04 21:27
208370,셀바스헬스케어,KOSDAQ,4250,1.43,143251,607412610,2026-04-04 21:27
396470,워트,KOSDAQ,6760,0.6,36871,250018440,2026-04-04 21:27
078890,가온그룹,KOSDAQ,5900,2.43,236706,1383704525,2026-04-04 21:27
006890,태경케미컬,KOSPI,9360,-1.27,651479,6173404530,2026-04-04 21:27
339950,아이비김영,KOSDAQ,2415,0.42,168475,407474201,2026-04-04 21:27
115500,케이씨에스,KOSDAQ,9030,2.73,34713,314813490,2026-04-04 21:27
066700,테라젠이텍스,KOSDAQ,2915,3.37,282762,821446790,2026-04-04 21:27
446540,메가터치,KOSDAQ,4160,2.97,70936,291993430,2026-04-04 21:27
149980,하이로닉,KOSDAQ,5090,0.0,0,0,2026-04-04 21:27
001020,페이퍼코리아,KOSPI,606,1.17,24778,15076084,2026-04-04 21:27
305090,마이크로디지탈,KOSDAQ,5800,-4.76,125539,741190945,2026-04-04 21:27
002450,삼익악기,KOSPI,1189,0.34,36643,43431293,2026-04-04 21:27
036630,세종텔레콤,KOSDAQ,10750,-0.46,160671,1671311900,2026-04-04 21:27
038460,바이오스마트,KOSDAQ,4100,2.37,116560,477747678,2026-04-04 21:27
950190,고스트스튜디오,KOSDAQ,8240,3.13,15007,121390270,2026-04-04 21:27
448710,코츠테크놀로지,KOSDAQ,20250,3.9,213986,4343081335,2026-04-04 21:27
004100,태양금속,KOSPI,2915,1.75,270597,783095208,2026-04-04 21:27
091120,이엠텍,KOSDAQ,6240,1.63,49031,304633155,2026-04-04 21:27
348080,큐라티스,KOSDAQ,926,-2.32,185066,171965270,2026-04-04 21:27
060560,HC홈센타,KOSDAQ,842,0.84,370409,311898441,2026-04-04 21:27
047820,초록뱀미디어,KOSDAQ,4365,-0.91,27296,118757910,2026-04-04 21:27
036420,콘텐트리중앙,KOSPI,5540,-2.46,51929,290145335,2026-04-04 21:27
001275,부국증권우,KOSPI,35550,0.85,2740,97746650,2026-04-04 21:27
330730,스톤브릿지벤처스,KOSDAQ,5850,0.0,42911,251178680,2026-04-04 21:27
023800,인지컨트롤스,KOSPI,6740,2.9,44070,293933410,2026-04-04 21:27
048550,SM C&C,KOSDAQ,1101,1.1,65532,71856122,2026-04-04 21:27
004060,SG세계물산,KOSPI,526,1.74,2518986,1336193123,2026-04-04 21:27
142210,유니트론텍,KOSDAQ,5130,1.58,91632,472948730,2026-04-04 21:27
046210,HLB파나진,KOSDAQ,2340,1.74,132499,306845979,2026-04-04 21:27
024740,한일단조,KOSDAQ,3230,9.86,10910443,35384939540,2026-04-04 21:27
001560,제일연마,KOSPI,10820,1.6,9931,107111730,2026-04-04 21:27
348150,고바이오랩,KOSDAQ,5460,0.37,239132,1327156875,2026-04-04 21:27
443670,에스피소프트,KOSDAQ,4285,5.93,142319,606122158,2026-04-04 21:27
083790,CG인바이츠,KOSDAQ,1378,-5.94,304797,428437666,2026-04-04 21:27
024880,케이피에프,KOSDAQ,5250,2.74,239851,1265725465,2026-04-04 21:27
004840,DRB동일,KOSPI,5310,3.71,36634,193029290,2026-04-04 21:27
039980,폴라리스AI,KOSDAQ,1453,-2.22,1339798,1971163178,2026-04-04 21:27
002220,한일철강,KOSPI,3960,0.13,80655,323890482,2026-04-04 21:27
264900,크라운제과,KOSPI,8440,1.81,19305,161966725,2026-04-04 21:27
023450,동남합성,KOSPI,30200,-0.17,343,10362800,2026-04-04 21:27
187790,나노,KOSDAQ,3425,2.39,133655,453978843,2026-04-04 21:27
303810,동국생명과학,KOSDAQ,3300,-0.9,354426,1186569782,2026-04-04 21:27
950130,엑세스바이오,KOSDAQ,2795,0.9,22778,63398173,2026-04-04 21:27
311690,CJ 바이오사이언스,KOSDAQ,8050,2.03,6896,54887770,2026-04-04 21:27
331920,셀레믹스,KOSDAQ,12850,0.0,90907,1164406600,2026-04-04 21:27
370090,퓨런티어,KOSDAQ,12260,1.91,15158,185417500,2026-04-04 21:27
175140,휴먼테크놀로지,KOSDAQ,4190,3.84,257023,1092577324,2026-04-04 21:27
011370,서한,KOSDAQ,1033,2.18,128540,132292184,2026-04-04 21:27
205500,넥써쓰,KOSDAQ,1624,-0.31,138159,224416139,2026-04-04 21:27
278650,HLB바이오스텝,KOSDAQ,1191,0.0,112342,133233430,2026-04-04 21:27
308080,바이젠셀,KOSDAQ,5060,1.4,155104,789108560,2026-04-04 21:27
37550L,DL이앤씨2우(전환),KOSPI,49050,7.68,40461,1987745100,2026-04-04 21:27
294630,서남,KOSDAQ,3920,5.23,381571,1493161974,2026-04-04 21:27
063160,종근당바이오,KOSPI,18840,0.43,2498,47236565,2026-04-04 21:27
081180,쎄크,KOSDAQ,11710,2.72,64157,751789245,2026-04-04 21:27
002720,국제약품,KOSPI,4865,3.07,136522,660135935,2026-04-04 21:27
017370,우신시스템,KOSPI,5620,-0.18,38057,213526570,2026-04-04 21:27
065530,와이어블,KOSDAQ,2150,6.7,8555155,18768290399,2026-04-04 21:27
124560,태웅로직스,KOSDAQ,2650,1.34,187863,500172070,2026-04-04 21:27
030960,양지사,KOSDAQ,6420,0.78,32049,204483440,2026-04-04 21:27
463020,뉴엔AI,KOSDAQ,11540,0.0,36110,413154240,2026-04-04 21:27
101330,모베이스,KOSDAQ,4425,0.23,121475,539610355,2026-04-04 21:27
039830,오로라,KOSDAQ,9500,-0.11,41578,393049620,2026-04-04 21:27
008260,NI스틸,KOSPI,3570,2.88,82659,295792295,2026-04-04 21:27
003580,HLB글로벌,KOSPI,2015,0.0,41464,84372940,2026-04-04 21:27
362320,청담글로벌,KOSDAQ,4825,4.44,40628,190836900,2026-04-04 21:27
299170,더블유에스아이,KOSDAQ,2450,-1.21,697484,1722884079,2026-04-04 21:27
066310,큐에스아이,KOSDAQ,10960,2.81,265096,2915847745,2026-04-04 21:27
001540,안국약품,KOSDAQ,7780,1.04,15558,121694490,2026-04-04 21:27
191420,테고사이언스,KOSDAQ,12500,-0.48,8270,103670845,2026-04-04 21:27
105740,디케이락,KOSDAQ,9940,5.86,227594,2270301320,2026-04-04 21:27
0010F0,보원케미칼,KOSDAQ,9070,13.66,41494781,390222203655,2026-04-04 21:27
032560,황금에스티,KOSPI,5940,2.95,27829,164763820,2026-04-04 21:27
013360,일성건설,KOSPI,1869,1.63,136167,254413871,2026-04-04 21:27
119650,KC코트렐,KOSPI,918,0.0,0,0,2026-04-04 21:27
054670,대한뉴팜,KOSDAQ,7020,1.89,74788,528013050,2026-04-04 21:27
066590,스모트로닉,KOSDAQ,2605,0.0,121209,317191535,2026-04-04 21:27
317830,에스피시스템스,KOSDAQ,9330,1.41,46791,432868880,2026-04-04 21:27
000180,성창기업지주,KOSPI,1439,0.98,56036,80860944,2026-04-04 21:27
000105,유한양행우,KOSPI,84900,0.0,546,46634900,2026-04-04 21:27
377480,마음AI,KOSDAQ,14080,1.88,21242,298867835,2026-04-04 21:27
007460,에이프로젠,KOSPI,304,1.0,2487904,761370396,2026-04-04 21:27
120240,대정화금,KOSDAQ,13900,1.31,29444,411742445,2026-04-04 21:27
228850,레이언스,KOSDAQ,6020,0.67,7142,43042410,2026-04-04 21:27
009300,삼아제약,KOSDAQ,15670,0.51,1969,30880420,2026-04-04 21:27
460940,피앤에스로보틱스,KOSDAQ,7520,1.9,49236,369355640,2026-04-04 21:27
246720,아스타,KOSDAQ,6070,0.0,0,0,2026-04-04 21:27
33626K,두산퓨얼셀1우,KOSPI,7390,5.72,38210,279758230,2026-04-04 21:27
357230,에이치피오,KOSDAQ,2390,-0.62,26150,62480420,2026-04-04 21:27
205470,휴마시스,KOSDAQ,759,4.4,667998,497599879,2026-04-04 21:27
261780,차백신연구소,KOSDAQ,3650,0.97,499044,1796203857,2026-04-04 21:27
058630,엠게임,KOSDAQ,5100,3.13,21703,110165425,2026-04-04 21:27
043610,KT지니뮤직,KOSDAQ,1685,0.3,25953,43601461,2026-04-04 21:27
315640,딥노이드,KOSDAQ,3330,1.99,94095,313552755,2026-04-04 21:27
443250,레뷰코퍼레이션,KOSDAQ,8760,-0.11,26972,232462050,2026-04-04 21:27
005740,크라운해태홀딩스,KOSPI,6560,0.15,24155,158085430,2026-04-04 21:27
352090,스톰테크,KOSDAQ,3620,0.42,27459,99375996,2026-04-04 21:27
066790,씨씨에스,KOSDAQ,1493,0.0,0,0,2026-04-04 21:27
214270,FSN,KOSDAQ,2225,1.14,202611,447397000,2026-04-04 21:27
277880,티에스아이,KOSDAQ,4890,1.88,57213,280291814,2026-04-04 21:27
002700,신일전자,KOSPI,1385,0.51,269267,373603169,2026-04-04 21:27
452190,한빛레이저,KOSDAQ,4055,2.27,65774,266973124,2026-04-04 21:27
040910,아이씨디,KOSDAQ,5220,1.95,47324,242383710,2026-04-04 21:27
019550,SBI인베스트먼트,KOSDAQ,598,0.67,293237,175391403,2026-04-04 21:27
163560,동일고무벨트,KOSPI,6970,1.31,23887,166806535,2026-04-04 21:27
042510,라온시큐어,KOSDAQ,8640,1.05,45603,390846645,2026-04-04 21:27
091440,한울소재과학,KOSDAQ,3065,-0.33,124450,385896895,2026-04-04 21:27
100590,머큐리,KOSDAQ,6100,17.76,6500546,39306103630,2026-04-04 21:27
068240,다원시스,KOSDAQ,2530,0.0,0,0,2026-04-04 21:27
004650,창해에탄올,KOSDAQ,10500,10.64,4460155,50250474345,2026-04-04 21:27
360350,코셈,KOSDAQ,16830,4.28,71762,1203178120,2026-04-04 21:27
348350,위드텍,KOSDAQ,9650,2.33,17377,169379070,2026-04-04 21:27
084650,랩지노믹스,KOSDAQ,1293,1.49,182176,235371274,2026-04-04 21:27
058400,KNN,KOSDAQ,724,1.26,247276,178789189,2026-04-04 21:27
006140,피제이전자,KOSDAQ,6390,1.43,29261,186012570,2026-04-04 21:27
173130,오파스넷,KOSDAQ,7340,2.09,70075,517754840,2026-04-04 21:27
058860,KTis,KOSPI,2750,1.1,24999,68776971,2026-04-04 21:27
011150,CJ씨푸드,KOSPI,2655,0.0,69619,185342702,2026-04-04 21:27
172670,에이엘티,KOSDAQ,10620,-0.84,34602,370288430,2026-04-04 21:27
078935,GS우,KOSPI,53200,1.92,1877,99542550,2026-04-04 21:27
302550,리메드,KOSDAQ,3005,2.04,53164,159444345,2026-04-04 21:27
041930,동아화성,KOSDAQ,5990,1.35,14858,88998745,2026-04-04 21:27
382150,온코크로스,KOSDAQ,7750,7.64,2746884,22305037250,2026-04-04 21:27
093920,서원인텍,KOSDAQ,5070,0.6,29623,149100980,2026-04-04 21:27
005750,대림바스,KOSPI,5650,3.67,62788,352746950,2026-04-04 21:27
041910,폴라리스AI파마,KOSDAQ,6970,1.31,145709,1011882075,2026-04-04 21:27
012700,리드코프,KOSDAQ,3590,1.7,22614,80937265,2026-04-04 21:27
013870,지엠비코리아,KOSPI,4920,2.5,46954,230752231,2026-04-04 21:27
493330,지에프아이,KOSDAQ,12200,-0.08,31065,386539780,2026-04-04 21:27
033130,디지틀조선,KOSDAQ,2520,-1.56,72465,181405730,2026-04-04 21:27
035610,솔본,KOSDAQ,3410,0.0,11099,37999375,2026-04-04 21:27
413390,엠오티,KOSDAQ,8030,1.13,56845,457760255,2026-04-04 21:27
396300,세아메카닉스,KOSDAQ,3510,1.45,132884,468069612,2026-04-04 21:27
007820,에스엠코어,KOSDAQ,4630,-3.64,153015,721604182,2026-04-04 21:27
033320,제이씨현시스템,KOSDAQ,4850,4.98,277601,1334369604,2026-04-04 21:27
060570,드림어스컴퍼니,KOSDAQ,1251,-1.26,32700,41264571,2026-04-04 21:27
006660,삼성공조,KOSPI,11360,0.53,15436,175401505,2026-04-04 21:27
004890,동일산업,KOSPI,38050,0.53,348,13259325,2026-04-04 21:27
079810,디이엔티,KOSDAQ,4285,1.3,90942,386651928,2026-04-04 21:27
411080,샌즈랩,KOSDAQ,6030,1.17,17862,107131550,2026-04-04 21:27
451220,아이엠티,KOSDAQ,11680,1.39,102444,1190107355,2026-04-04 21:27
048910,대원미디어,KOSDAQ,7310,0.27,38642,283333805,2026-04-04 21:27
382480,지아이텍,KOSDAQ,2335,1.97,222378,512284969,2026-04-04 21:27
099220,SDN,KOSDAQ,1415,8.51,10990318,15858042591,2026-04-04 21:27
461030,아이엠비디엑스,KOSDAQ,6410,1.58,34577,222559250,2026-04-04 21:27
265560,영화테크,KOSDAQ,8570,4.13,63541,543562510,2026-04-04 21:27
023000,삼원강재,KOSPI,2290,0.88,20368,46583643,2026-04-04 21:27
014440,영보화학,KOSPI,4575,0.0,27447,125767905,2026-04-04 21:27
217330,싸이토젠,KOSDAQ,3955,1.67,239566,953642985,2026-04-04 21:27
040420,정상제이엘에스,KOSDAQ,5830,0.52,16479,95754605,2026-04-04 21:27
453860,에이에스텍,KOSDAQ,14170,0.71,6228,87295480,2026-04-04 21:27
060590,씨티씨바이오,KOSDAQ,3770,1.75,22619,84791784,2026-04-04 21:27
024830,세원물산,KOSDAQ,10900,-2.85,4294,47412535,2026-04-04 21:27
234300,에스트래픽,KOSDAQ,3345,1.52,152596,508649020,2026-04-04 21:27
201490,미투온,KOSDAQ,2790,1.09,143914,401951886,2026-04-04 21:27
396690,미래에셋글로벌리츠,KOSPI,2295,0.66,55412,126389103,2026-04-04 21:27
007980,TP,KOSPI,1775,1.14,148615,261892297,2026-04-04 21:27
104040,대성파인텍,KOSDAQ,676,1.96,453780,310386267,2026-04-04 21:27
014950,삼익제약,KOSDAQ,9840,0.82,33134,325161210,2026-04-04 21:27
010960,삼호개발,KOSPI,3750,0.81,48316,182798953,2026-04-04 21:27
042500,링네트,KOSDAQ,4050,3.71,242893,978705474,2026-04-04 21:27
110790,크리스에프앤씨,KOSDAQ,3850,1.05,1946,7521775,2026-04-04 21:27
463480,모티브링크,KOSDAQ,7270,-3.07,214171,1586820010,2026-04-04 21:27
105550,엣지파운드리,KOSDAQ,1150,1.32,494313,571034584,2026-04-04 21:27
067570,엔브이에이치코리아,KOSDAQ,2130,-1.16,42734,90978935,2026-04-04 21:27
082850,우리바이오,KOSDAQ,1848,1.82,69887,128875593,2026-04-04 21:27
084730,팅크웨어,KOSDAQ,8050,0.25,11345,91397390,2026-04-04 21:27
131400,이브이첨단소재,KOSDAQ,1500,0.47,732403,1102536085,2026-04-04 21:27
203690,아크솔루션스,KOSDAQ,4425,0.0,0,0,2026-04-04 21:27
052860,아이앤씨,KOSDAQ,4990,8.71,266468,1292759725,2026-04-04 21:27
065510,휴비츠,KOSDAQ,7750,0.78,34179,264743750,2026-04-04 21:27
068290,삼성출판사,KOSPI,8880,0.91,6409,56979455,2026-04-04 21:27
323350,다원넥스뷰,KOSDAQ,11070,5.33,78613,881739825,2026-04-04 21:27
101140,인바이오젠,KOSPI,8810,3.16,10102,87031890,2026-04-04 21:27
032850,비트컴퓨터,KOSDAQ,5320,2.11,67766,359136880,2026-04-04 21:27
212560,네오오토,KOSDAQ,7480,1.36,40170,299836350,2026-04-04 21:27
347890,엠투아이,KOSDAQ,5200,0.58,10855,56628200,2026-04-04 21:27
085310,엔케이,KOSPI,1117,5.08,494905,547717019,2026-04-04 21:27
007280,한국특강,KOSPI,1445,2.48,81850,118096549,2026-04-04 21:27
311320,지오엘리먼트,KOSDAQ,6960,2.35,18391,128146650,2026-04-04 21:27
163730,핑거,KOSDAQ,9310,0.0,39160,369316130,2026-04-04 21:27
019540,일지테크,KOSDAQ,6480,5.19,278315,1796505980,2026-04-04 21:27
000590,CS홀딩스,KOSPI,75800,2.43,596,44892600,2026-04-04 21:27
009200,무림페이퍼,KOSPI,2100,3.45,554025,1165510825,2026-04-04 21:27
096775,SK이노베이션우,KOSPI,69900,0.58,3613,252870800,2026-04-04 21:27
241690,유니테크노,KOSDAQ,3565,1.57,60938,215535561,2026-04-04 21:27
419050,삼기에너지솔루션즈,KOSDAQ,1525,1.87,122268,185325285,2026-04-04 21:27
338100,NH프라임리츠,KOSPI,4665,1.19,63643,295925545,2026-04-04 21:27
081150,티플랙스,KOSDAQ,3585,6.38,7935843,29561244621,2026-04-04 21:27
044340,위닉스,KOSDAQ,4865,1.88,9415,45845825,2026-04-04 21:27
238090,앤디포스,KOSDAQ,3600,7.78,642830,2325429314,2026-04-04 21:27
102370,케이옥션,KOSDAQ,3165,-1.25,53573,170297675,2026-04-04 21:27
053280,예스24,KOSDAQ,3440,1.18,21282,73033110,2026-04-04 21:27
002600,조흥,KOSPI,143100,0.92,86,12245900,2026-04-04 21:27
048430,유라테크,KOSDAQ,7450,2.05,13080,97403820,2026-04-04 21:27
072020,중앙백신,KOSDAQ,9070,0.44,6523,59063040,2026-04-04 21:27
290670,대보마그네틱,KOSDAQ,10900,-1.0,15738,172528010,2026-04-04 21:27
126880,제이엔케이글로벌,KOSDAQ,3690,3.65,68121,249141750,2026-04-04 21:27
001550,조비,KOSPI,16490,5.1,450936,7344445520,2026-04-04 21:27
053050,지에스이,KOSDAQ,2855,3.25,1596472,4519247549,2026-04-04 21:27
214260,라파스,KOSDAQ,9590,2.9,28776,274058555,2026-04-04 21:27
950220,네오이뮨텍,KOSDAQ,510,-1.16,1135978,583740619,2026-04-04 21:27
130580,나이스디앤비,KOSDAQ,5550,2.02,1963,10862050,2026-04-04 21:27
019990,에너토크,KOSDAQ,8760,5.67,69920,605698225,2026-04-04 21:27
039610,화성밸브,KOSDAQ,8140,2.39,99493,817500175,2026-04-04 21:27
331380,포커스에이아이,KOSDAQ,2600,-0.19,311326,824707780,2026-04-04 21:27
183490,엔지켐생명과학,KOSDAQ,990,0.0,0,0,2026-04-04 21:27
095270,웨이브일렉트로,KOSDAQ,5850,10.59,649719,3756653485,2026-04-04 21:27
111380,동인기연,KOSPI,13710,-0.58,14454,199295770,2026-04-04 21:27
049180,셀루메드,KOSDAQ,1009,0.0,0,0,2026-04-04 21:27
001260,남광토건,KOSPI,8510,-1.05,21880,188110755,2026-04-04 21:27
340360,다보링크,KOSDAQ,1640,3.73,352374,568943782,2026-04-04 21:27
009180,한솔로지스틱스,KOSPI,2970,2.41,67294,198772010,2026-04-04 21:27
036640,HRS,KOSDAQ,5110,2.82,63129,321537080,2026-04-04 21:27
031820,아이티센씨티에스,KOSPI,689,0.0,596615,413740955,2026-04-04 21:27
376930,노을,KOSDAQ,1625,-1.99,176921,292142166,2026-04-04 21:27
451250,삐아,KOSDAQ,8150,1.75,9322,75813980,2026-04-04 21:27
006880,신송홀딩스,KOSPI,7040,1.59,52009,365055460,2026-04-04 21:27
216050,인크로스,KOSDAQ,6480,1.25,36597,236233005,2026-04-04 21:27
